UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,label,Power_kw,Combined_Energy,Temp_Delta,High_Temp_Flag,Wear_x_Torque,Stress_Index,Torque_per_Wear,Speed_x_Temp,Torque_sq,Speed_sq,Temp_Squared,Log_Tool_Wear,Wear_Bin
139,H29552,H,298.8,308.6,1449,49.4,150,0,71.58059999999999,10737.089999999998,9.800000000000011,0,7410.0,217350,0.3271523178807947,447161.4,2440.3599999999997,2099601,95233.96000000002,5.017279836814924,2
140,L47319,L,298.8,308.6,1268,55.8,155,0,70.75439999999999,10966.931999999999,9.800000000000011,0,8649.0,196540,0.3576923076923077,391304.80000000005,3113.64,1607824,95233.96000000002,5.049856007249537,2
141,L47320,L,298.8,308.6,1511,36.1,157,0,54.5471,8563.8947,9.800000000000011,0,5667.7,237227,0.22848101265822784,466294.60000000003,1303.21,2283121,95233.96000000002,5.062595033026967,2
142,L47321,L,298.7,308.5,1544,35.2,159,0,54.348800000000004,8641.459200000001,9.800000000000011,0,5596.8,245496,0.22000000000000003,476324.0,1239.0400000000002,2383936,95172.25,5.075173815233827,2
143,M15002,M,298.6,308.4,1778,28.2,161,0,50.1396,8072.475600000001,9.799999999999955,0,4540.2,286258,0.17407407407407408,548335.2,795.24,3161284,95110.55999999998,5.087596335232384,2
144,H29557,H,298.6,308.4,1407,50.5,164,0,71.0535,11652.774,9.799999999999955,0,8282.0,230748,0.30606060606060603,433918.8,2550.25,1979649,95110.55999999998,5.10594547390058,3
145,M15004,M,298.6,308.4,1391,42.4,169,0,58.9784,9967.3496,9.799999999999955,0,7165.599999999999,235079,0.24941176470588233,428984.39999999997,1797.76,1934881,95110.55999999998,5.135798437050262,3
146,L47325,L,298.5,308.4,1513,33.6,172,0,50.836800000000004,8743.929600000001,9.899999999999977,0,5779.2,260236,0.19421965317919077,466609.19999999995,1128.96,2289169,95110.55999999998,5.153291594497779,3
147,H29560,H,298.5,308.4,1612,36.1,174,0,58.193200000000004,10125.616800000002,9.899999999999977,0,6281.400000000001,280488,0.2062857142857143,497140.8,1303.21,2598544,95110.55999999998,5.1647859739235145,3
148,L47327,L,298.4,308.4,1515,40.1,179,0,60.7515,10874.5185,10.0,0,7177.900000000001,271185,0.2227777777777778,467225.99999999994,1608.0100000000002,2295225,95110.55999999998,5.19295685089021,3
149,M15008,M,298.3,308.3,1379,48.0,181,0,66.192,11980.751999999999,10.0,0,8688.0,249599,0.26373626373626374,425145.7,2304.0,1901641,95048.89000000001,5.204006687076795,3
150,L47329,L,298.4,308.3,1473,39.9,184,0,58.7727,10814.1768,9.900000000000034,0,7341.599999999999,271032,0.21567567567567567,454125.9,1592.01,2169729,95048.89000000001,5.220355825078324,3
151,L47330,L,298.4,308.3,1422,42.7,186,0,60.7194,11293.8084,9.900000000000034,0,7942.200000000001,264492,0.22834224598930483,438402.60000000003,1823.2900000000002,2022084,95048.89000000001,5.231108616854587,3
152,M15011,M,298.4,308.2,1463,37.6,188,0,55.0088,10341.6544,9.800000000000011,0,7068.8,275044,0.19894179894179895,450896.6,1413.7600000000002,2140369,94987.23999999999,5.241747015059643,3
153,M15012,M,298.4,308.2,1584,41.0,191,0,64.944,12404.304,9.800000000000011,0,7831.0,302544,0.21354166666666666,488188.8,1681.0,2509056,94987.23999999999,5.2574953720277815,3
154,L47333,L,298.4,308.2,1850,27.0,194,0,49.95,9690.300000000001,9.800000000000011,0,5238.0,358900,0.13846153846153847,570170.0,729.0,3422500,94987.23999999999,5.272999558563747,3
155,L47334,L,298.4,308.2,1528,36.2,196,0,55.31360000000001,10841.465600000001,9.800000000000011,0,7095.200000000001,299488,0.18375634517766498,470929.6,1310.4400000000003,2334784,94987.23999999999,5.2832037287379885,3
156,H29569,H,298.4,308.2,1987,19.8,198,0,39.3426,7789.8348,9.800000000000011,0,3920.4,393426,0.09949748743718594,612393.4,392.04,3948169,94987.23999999999,5.293304824724492,3
157,M15016,M,298.4,308.1,1495,46.0,203,0,68.77,13960.31,9.700000000000045,0,9338.0,303485,0.22549019607843138,460609.50000000006,2116.0,2235025,94925.61000000002,5.318119993844216,3
158,H29571,H,298.4,308.2,1478,43.5,206,0,64.293,13244.358000000002,9.800000000000011,0,8961.0,304468,0.21014492753623187,455519.6,1892.25,2184484,94987.23999999999,5.332718793265369,3
159,M15018,M,298.4,308.2,1499,40.0,211,0,59.96,12651.56,9.800000000000011,0,8440.0,316289,0.18867924528301888,461991.8,1600.0,2247001,94987.23999999999,5.356586274672012,3
160,L47339,L,298.4,308.2,1471,47.0,214,0,69.137,14795.318,9.800000000000011,0,10058.0,314794,0.2186046511627907,453362.2,2209.0,2163841,94987.23999999999,5.3706380281276624,3
161,L47340,L,298.4,308.2,1282,60.7,216,1,77.8174,16808.5584,9.800000000000011,0,13111.2,276912,0.2797235023041475,395112.39999999997,3684.4900000000002,1643524,94987.23999999999,5.37989735354046,3
162,L47341,L,298.3,308.1,1412,52.3,218,1,73.84759999999999,16098.776799999996,9.800000000000011,0,11401.4,307816,0.23881278538812784,435037.2,2735.2899999999995,1993744,94925.61000000002,5.389071729816501,3
163,L47342,L,298.3,308.1,1586,35.5,0,0,56.303,0.0,9.800000000000011,0,0.0,0,35.5,488646.60000000003,1260.25,2515396,94925.61000000002,0.0,0
164,M15023,M,298.4,308.2,1468,43.8,2,0,64.2984,128.5968,9.800000000000011,0,87.6,2936,14.6,452437.6,1918.4399999999998,2155024,94987.23999999999,1.0986122886681098,0
165,M15024,M,298.5,308.3,1440,43.6,5,0,62.784,313.92,9.800000000000011,0,218.0,7200,7.266666666666667,443952.0,1900.96,2073600,95048.89000000001,1.791759469228055,0
166,L47345,L,298.5,308.4,1733,26.0,8,0,45.058,360.464,9.899999999999977,0,208.0,13864,2.888888888888889,534457.2,676.0,3003289,95110.55999999998,2.1972245773362196,0
167,H29580,H,298.4,308.2,1612,32.6,10,0,52.5512,525.5120000000001,9.800000000000011,0,326.0,16120,2.963636363636364,496818.39999999997,1062.76,2598544,94987.23999999999,2.3978952727983707,0
168,H29581,H,298.4,308.3,1458,42.9,15,0,62.548199999999994,938.223,9.900000000000034,0,643.5,21870,2.68125,449501.4,1840.4099999999999,2125764,95048.89000000001,2.772588722239781,0
169,L47348,L,298.4,308.3,1433,62.3,20,1,89.2759,1785.5179999999998,9.900000000000034,0,1246.0,28660,2.9666666666666663,441793.9,3881.2899999999995,2053489,95048.89000000001,3.044522437723423,0
170,L47349,L,298.4,308.3,1318,59.1,22,0,77.8938,1713.6635999999999,9.900000000000034,0,1300.2,28996,2.5695652173913044,406339.4,3492.81,1737124,95048.89000000001,3.1354942159291497,0
171,M15030,M,298.4,308.2,1610,35.0,24,0,56.35,1352.4,9.800000000000011,0,840.0,38640,1.4,496202.0,1225.0,2592100,94987.23999999999,3.2188758248682006,0
172,L47351,L,298.2,308.1,1462,50.8,27,0,74.2696,2005.2792,9.900000000000034,0,1371.6,39474,1.8142857142857143,450442.2,2580.64,2137444,94925.61000000002,3.332204510175204,0
173,M15032,M,298.1,308.0,1924,20.8,29,0,40.019200000000005,1160.5568,9.899999999999977,0,603.2,55796,0.6933333333333334,592592.0,432.64000000000004,3701776,94864.0,3.4011973816621555,0
174,M15033,M,298.2,308.0,1591,33.7,32,0,53.6167,1715.7344,9.800000000000011,0,1078.4,50912,1.0212121212121212,490028.0,1135.6900000000003,2531281,94864.0,3.4965075614664802,0
175,L47354,L,298.2,308.1,1306,58.3,35,0,76.13980000000001,2664.8930000000005,9.900000000000034,0,2040.5,45710,1.6194444444444445,402378.60000000003,3398.89,1705636,94925.61000000002,3.58351893845611,0
176,L47355,L,298.2,308.1,1382,43.5,37,0,60.117,2224.3289999999997,9.900000000000034,0,1609.5,51134,1.144736842105263,425794.2,1892.25,1909924,94925.61000000002,3.6375861597263857,0
177,L47356,L,298.2,308.1,1618,34.7,39,0,56.144600000000004,2189.6394,9.900000000000034,0,1353.3000000000002,63102,0.8675,498505.80000000005,1204.0900000000001,2617924,94925.61000000002,3.6888794541139363,0
178,L47357,L,298.2,308.2,1988,21.4,41,0,42.5432,1744.2712,10.0,0,877.4,81508,0.5095238095238095,612701.6,457.9599999999999,3952144,94987.23999999999,3.7376696182833684,0
179,L47358,L,298.2,308.2,1436,50.2,43,0,72.0872,3099.7495999999996,10.0,0,2158.6,61748,1.1409090909090909,442575.2,2520.0400000000004,2062096,94987.23999999999,3.784189633918261,0
180,L47359,L,298.2,308.3,1304,49.8,45,0,64.9392,2922.264,10.100000000000023,0,2241.0,58680,1.0826086956521739,402023.2,2480.0399999999995,1700416,95048.89000000001,3.828641396489095,0
181,L47360,L,298.2,308.3,1475,49.9,47,0,73.6025,3459.3175,10.100000000000023,0,2345.2999999999997,69325,1.0395833333333333,454742.5,2490.0099999999998,2175625,95048.89000000001,3.871201010907891,0
182,H29595,H,298.2,308.3,1824,24.2,49,0,44.1408,2162.8992,10.100000000000023,0,1185.8,89376,0.484,562339.2000000001,585.64,3326976,95048.89000000001,3.912023005428146,0
183,M15042,M,298.1,308.2,1342,48.1,54,0,64.5502,3485.7108000000003,10.099999999999966,0,2597.4,72468,0.8745454545454546,413604.39999999997,2313.61,1800964,94987.23999999999,4.007333185232471,1
184,L47363,L,298.1,308.2,1485,40.7,57,0,60.43950000000001,3445.0515000000005,10.099999999999966,0,2319.9,84645,0.7017241379310345,457677.0,1656.4900000000002,2205225,94987.23999999999,4.060443010546419,1
185,L47364,L,298.2,308.2,1667,30.6,59,0,51.010200000000005,3009.6018000000004,10.0,0,1805.4,98353,0.51,513769.39999999997,936.3600000000001,2778889,94987.23999999999,4.0943445622221,1
186,L47365,L,298.2,308.2,1446,38.2,61,0,55.2372,3369.4692,10.0,0,2330.2000000000003,88206,0.6161290322580646,445657.2,1459.2400000000002,2090916,94987.23999999999,4.127134385045092,1
187,L47366,L,298.1,308.3,1301,56.0,63,0,72.856,4589.928,10.199999999999989,0,3528.0,81963,0.875,401098.3,3136.0,1692601,95048.89000000001,4.1588830833596715,1
188,L47367,L,298.2,308.4,1379,43.1,65,0,59.4349,3863.2685,10.199999999999989,0,2801.5,89635,0.6530303030303031,425283.6,1857.6100000000001,1901641,95110.55999999998,4.189654742026425,1
189,L47368,L,298.3,308.5,1606,33.6,67,0,53.961600000000004,3615.4272,10.199999999999989,0,2251.2000000000003,107602,0.49411764705882355,495451.0,1128.96,2579236,95172.25,4.219507705176107,1
190,M15049,M,298.3,308.4,1539,43.4,69,0,66.7926,4608.689399999999,10.099999999999966,0,2994.6,106191,0.62,474627.6,1883.56,2368521,95110.55999999998,4.248495242049359,1
191,L47370,L,298.2,308.4,1477,49.9,72,0,73.70230000000001,5306.565600000001,10.199999999999989,0,3592.7999999999997,106344,0.6835616438356165,455506.8,2490.0099999999998,2181529,95110.55999999998,4.290459441148391,1
192,L47371,L,298.2,308.4,1666,34.6,74,0,57.643600000000006,4265.6264,10.199999999999989,0,2560.4,123284,0.4613333333333334,513794.39999999997,1197.16,2775556,95110.55999999998,4.31748811353631,1
193,H29606,H,298.2,308.4,1398,51.8,76,0,72.4164,5503.6464,10.199999999999989,0,3936.7999999999997,106248,0.6727272727272727,431143.19999999995,2683.24,1954404,95110.55999999998,4.343805421853684,1
194,H29607,H,298.2,308.4,1678,34.6,81,0,58.058800000000005,4702.7628,10.199999999999989,0,2802.6,135918,0.42195121951219516,517495.19999999995,1197.16,2815684,95110.55999999998,4.406719247264253,1
195,M15054,M,298.2,308.5,2678,10.7,86,1,28.6546,2464.2956,10.300000000000011,0,920.1999999999999,230308,0.12298850574712643,826163.0,114.48999999999998,7171684,95172.25,4.465908118654584,1
196,L47375,L,298.3,308.5,1453,42.9,89,0,62.3337,5547.6993,10.199999999999989,0,3818.1,129317,0.4766666666666666,448250.5,1840.4099999999999,2111209,95172.25,4.499809670330265,1
197,H29610,H,298.3,308.6,1432,49.5,91,0,70.884,6450.444,10.300000000000011,0,4504.5,130312,0.5380434782608695,441915.2,2450.25,2050624,95233.96000000002,4.5217885770490405,1
198,M15057,M,298.4,308.6,1527,40.9,96,0,62.454299999999996,5995.6128,10.200000000000045,0,3926.3999999999996,146592,0.4216494845360825,471232.2,1672.81,2331729,95233.96000000002,4.574710978503383,1
199,L47378,L,298.4,308.7,1588,35.0,99,0,55.58,5502.42,10.300000000000011,0,3465.0,157212,0.35,490215.6,1225.0,2521744,95295.68999999999,4.605170185988092,1
200,L47379,L,298.4,308.6,1433,47.1,101,0,67.49430000000001,6816.924300000001,10.200000000000045,0,4757.1,144733,0.46176470588235297,442223.80000000005,2218.4100000000003,2053489,95233.96000000002,4.624972813284271,1
201,L47380,L,298.4,308.6,1609,35.0,103,0,56.315,5800.445,10.200000000000045,0,3605.0,165727,0.33653846153846156,496537.4,1225.0,2588881,95233.96000000002,4.6443908991413725,1
202,L47381,L,298.3,308.5,1575,41.2,105,0,64.89,6813.45,10.199999999999989,0,4326.0,165375,0.3886792452830189,485887.5,1697.4400000000003,2480625,95172.25,4.663439094112067,1
203,M15062,M,298.4,308.5,1636,35.7,107,0,58.40520000000001,6249.356400000001,10.100000000000023,0,3819.9,175052,0.3305555555555556,504706.0,1274.4900000000002,2676496,95172.25,4.68213122712422,1
204,L47383,L,298.4,308.5,1490,37.9,110,0,56.471,6211.8099999999995,10.100000000000023,0,4169.0,163900,0.34144144144144145,459665.0,1436.4099999999999,2220100,95172.25,4.709530201312334,2
205,L47384,L,298.4,308.5,1741,32.8,112,0,57.1048,6395.7375999999995,10.100000000000023,0,3673.5999999999995,194992,0.2902654867256637,537098.5,1075.84,3031081,95172.25,4.727387818712341,2
206,M15065,M,298.5,308.6,1344,53.0,114,0,71.232,8120.448,10.100000000000023,0,6042.0,153216,0.4608695652173913,414758.4,2809.0,1806336,95233.96000000002,4.74493212836325,2
207,L47386,L,298.5,308.7,1609,35.3,117,0,56.7977,6645.3309,10.199999999999989,0,4130.099999999999,188253,0.29915254237288136,496698.3,1246.0899999999997,2588881,95295.68999999999,4.770684624465665,2
208,M15067,M,298.4,308.7,1421,60.7,119,1,86.2547,10264.3093,10.300000000000011,0,7223.3,169099,0.5058333333333334,438662.7,3684.4900000000002,2019241,95295.68999999999,4.787491742782046,2
209,L47388,L,298.4,308.6,1591,36.7,122,0,58.389700000000005,7123.5434000000005,10.200000000000045,0,4477.400000000001,194102,0.2983739837398374,490982.60000000003,1346.89,2531281,95233.96000000002,4.812184355372417,2
210,L47389,L,298.4,308.6,1477,44.0,124,0,64.988,8058.512,10.200000000000045,0,5456.0,183148,0.352,455802.2,1936.0,2181529,95233.96000000002,4.8283137373023015,2
211,L47390,L,298.4,308.7,1523,36.1,126,0,54.9803,6927.5178,10.300000000000011,0,4548.6,191898,0.284251968503937,470150.1,1303.21,2319529,95295.68999999999,4.844187086458591,2
212,L47391,L,298.5,308.7,1575,33.9,128,0,53.3925,6834.24,10.199999999999989,0,4339.2,201600,0.2627906976744186,486202.5,1149.2099999999998,2480625,95295.68999999999,4.859812404361672,2
213,H29626,H,298.4,308.7,1344,52.9,130,0,71.09759999999999,9242.687999999998,10.300000000000011,0,6877.0,174720,0.40381679389312974,414892.8,2798.41,1806336,95295.68999999999,4.875197323201151,2
214,L47393,L,298.4,308.7,1386,44.9,135,0,62.2314,8401.239,10.300000000000011,0,6061.5,187110,0.3301470588235294,427858.2,2016.0099999999998,1920996,95295.68999999999,4.912654885736052,2
215,M15074,M,298.3,308.6,1589,37.1,137,0,58.9519,8076.4103000000005,10.300000000000011,0,5082.7,217693,0.2688405797101449,490365.4,1376.41,2524921,95233.96000000002,4.927253685157205,2
216,L47395,L,298.3,308.6,1548,40.3,140,0,62.38439999999999,8733.815999999999,10.300000000000011,0,5642.0,216720,0.2858156028368794,477712.80000000005,1624.0899999999997,2396304,95233.96000000002,4.948759890378168,2
217,L47396,L,298.3,308.6,1499,38.3,142,0,57.411699999999996,8152.461399999999,10.300000000000011,0,5438.599999999999,212858,0.2678321678321678,462591.4,1466.8899999999999,2247001,95233.96000000002,4.962844630259907,2
218,L47397,L,298.3,308.5,1664,31.6,144,0,52.5824,7571.8656,10.199999999999989,0,4550.400000000001,239616,0.21793103448275863,513344.0,998.5600000000001,2768896,95172.25,4.976733742420574,2
219,L47398,L,298.3,308.6,1447,38.1,146,0,55.130700000000004,8049.082200000001,10.300000000000011,0,5562.6,211262,0.25918367346938775,446544.2,1451.6100000000001,2093809,95233.96000000002,4.990432586778736,2
220,M15079,M,298.3,308.5,1434,46.2,148,0,66.2508,9805.1184,10.199999999999989,0,6837.6,212232,0.31006711409395976,442389.0,2134.44,2056356,95172.25,5.003946305945459,2
221,L47400,L,298.3,308.5,1416,52.7,151,0,74.6232,11268.1032,10.199999999999989,0,7957.700000000001,213816,0.34671052631578947,436836.0,2777.2900000000004,2005056,95172.25,5.0238805208462765,2
222,H29635,H,298.4,308.5,1827,24.3,153,0,44.3961,6792.6033,10.100000000000023,0,3717.9,279531,0.1577922077922078,563629.5,590.49,3337929,95172.25,5.0369526024136295,2
223,L47402,L,298.4,308.6,1304,45.0,158,0,58.68,9271.44,10.200000000000045,0,7110.0,206032,0.2830188679245283,402414.4,2025.0,1700416,95233.96000000002,5.0689042022202315,2
224,L47403,L,298.4,308.6,1569,34.4,160,0,53.9736,8635.776,10.200000000000045,0,5504.0,251040,0.21366459627329193,484193.4,1183.36,2461761,95233.96000000002,5.081404364984463,2
225,L47404,L,298.3,308.6,1584,29.3,162,0,46.4112,7518.6144,10.300000000000011,0,4746.6,256608,0.17975460122699388,488822.4,858.49,2509056,95233.96000000002,5.093750200806762,2
226,L47405,L,298.3,308.5,1362,53.8,164,0,73.2756,12017.1984,10.199999999999989,0,8823.199999999999,223368,0.32606060606060605,420177.0,2894.4399999999996,1855044,95172.25,5.10594547390058,3
227,L47406,L,298.3,308.4,1329,49.2,166,0,65.38680000000001,10854.208800000002,10.099999999999966,0,8167.200000000001,220614,0.2946107784431138,409863.6,2420.6400000000003,1766241,95110.55999999998,5.117993812416755,3
228,L47407,L,298.3,308.5,1539,36.1,168,0,55.557900000000004,9333.727200000001,10.199999999999989,0,6064.8,258552,0.21360946745562132,474781.5,1303.21,2368521,95172.25,5.1298987149230735,3
229,M15088,M,298.3,308.5,1629,37.1,170,0,60.435900000000004,10274.103000000001,10.199999999999989,0,6307.0,276930,0.21695906432748538,502546.5,1376.41,2653641,95172.25,5.14166355650266,3
230,L47409,L,298.3,308.5,1538,32.2,173,0,49.52360000000001,8567.582800000002,10.199999999999989,0,5570.6,266074,0.18505747126436783,474473.0,1036.8400000000001,2365444,95172.25,5.159055299214529,3
231,L47410,L,298.3,308.6,1570,34.8,175,0,54.635999999999996,9561.3,10.300000000000011,0,6089.999999999999,274750,0.19772727272727272,484502.00000000006,1211.0399999999997,2464900,95233.96000000002,5.170483995038151,3
232,L47411,L,298.3,308.4,1408,43.1,177,0,60.6848,10741.2096,10.099999999999966,0,7628.7,249216,0.24213483146067416,434227.19999999995,1857.6100000000001,1982464,95110.55999999998,5.181783550292085,3
233,L47412,L,298.2,308.4,1424,47.6,179,0,67.78240000000001,12133.049600000002,10.199999999999989,0,8520.4,254896,0.2644444444444444,439161.6,2265.76,2027776,95110.55999999998,5.19295685089021,3
234,L47413,L,298.2,308.4,1512,34.9,181,0,52.7688,9551.1528,10.199999999999989,0,6316.9,273672,0.19175824175824174,466300.8,1218.01,2286144,95110.55999999998,5.204006687076795,3
235,L47414,L,298.2,308.4,1478,42.9,183,0,63.4062,11603.3346,10.199999999999989,0,7850.7,270474,0.23315217391304346,455815.19999999995,1840.4099999999999,2184484,95110.55999999998,5.214935757608986,3
236,M15095,M,298.1,308.3,1680,33.7,185,0,56.61600000000001,10473.960000000001,10.199999999999989,0,6234.500000000001,310800,0.18118279569892476,517944.0,1135.6900000000003,2822400,95048.89000000001,5.225746673713202,3
237,L47416,L,298.1,308.3,1495,38.7,188,0,57.856500000000004,10877.022,10.199999999999989,0,7275.6,281060,0.20476190476190478,460908.5,1497.6900000000003,2235025,95048.89000000001,5.241747015059643,3
238,M15097,M,298.0,308.1,1552,36.6,190,0,56.803200000000004,10792.608,10.100000000000023,0,6954.0,294880,0.19162303664921468,478171.2,1339.5600000000002,2408704,94925.61000000002,5.25227342804663,3
239,L47418,L,297.9,308.1,1393,50.3,193,0,70.0679,13523.104699999998,10.200000000000045,0,9707.9,268849,0.2592783505154639,429183.30000000005,2530.0899999999997,1940449,94925.61000000002,5.267858159063328,3
240,L47419,L,298.0,308.2,1611,30.6,195,0,49.296600000000005,9612.837000000001,10.199999999999989,0,5967.0,314145,0.15612244897959185,496510.19999999995,936.3600000000001,2595321,94987.23999999999,5.278114659230517,3
241,M15100,M,298.0,308.1,1339,51.6,197,0,69.09240000000001,13611.202800000003,10.100000000000023,0,10165.2,263783,0.2606060606060606,412545.9,2662.56,1792921,94925.61000000002,5.288267030694535,3
242,L47421,L,298.0,308.1,1777,24.3,200,0,43.1811,8636.22,10.100000000000023,0,4860.0,355400,0.1208955223880597,547493.7000000001,590.49,3157729,94925.61000000002,5.303304908059076,3
243,L47422,L,298.0,308.2,1348,58.8,202,1,79.2624,16011.0048,10.199999999999989,0,11877.599999999999,272296,0.28965517241379307,415453.6,3457.4399999999996,1817104,94987.23999999999,5.313205979041787,3
